,User,Followers,user_id,Tweet,Retweet_Count,Location,Verified_Account,Retweet
736,huachimingo_rbr,494,55680541,https://t.co/N2fhw2IKeG,0,santiago,False,0
737,gabop625,114,3196857637,"RT @proceso: W Radio, The Washington Post y Latinus, medios en los que colabora Carlos Loret de Mola, criticaron el acto de intimidación y…",543,u65tvi,False,0
738,J72444733,1,1474477403703586823,"@MarcoAn32920334 @alvaro_delgado @CarlosLoret Naaaaaaa.....no mms..!....el hijo de AMLO, el latinlover, esta hasta las manitas de miércoles. Y el ""preciso"" ya no sabe como tapar la cloaca.... desesperado..!!",0,in your wet dreams...,False,0
739,JaviBritt,2543,718228033946185733,"RT @Adela_Micha: Rafael Loret de Mola salió en defensa de su hijo, Carlos Loret de Mola, luego de que el presidente Andrés Manuel López Obr…",139,The Heaven,False,0
740,AntonioTonord,512,357807606,"RT @CaniBasut: Disfrutemos de nuevo de la cátedra de libertad de expresión y de derecho de réplica que hizo AMLO ayer en la mañanera, exhib…",14,Guadalajara Jalisco,False,0
741,majaloca,1329,84643328,"RT @liatrueba: Si en lugar de amenazar a Loret de Mola y revelar su información fiscal, AMLO se hubiera referido a él utilizando los pronom…",194,Mexico,False,0
742,rodrigoffdez,334,469013043,"RT @proceso: W Radio, The Washington Post y Latinus, medios en los que colabora Carlos Loret de Mola, criticaron el acto de intimidación y…",543,"PUEBLO VIEJO (Opodepe,Sonora)",False,0
743,richicastilla69,860,99571161,RT @proceso: La Barra Mexicana de Abogados exigió a López Obrador que dé a conocer la fuente de información de la cual tomó para revelar lo…,743,Ciudad de México,False,0
744,ADNet,603,19466848,"RT @Marimendoza09: Quien se mete con Gatell se mete con AMLO y quien se mete en contra de ellos dos se mete con el pueblo de México 🇲🇽 
#To…",65,"Cajeme, Sonora",False,0
745,ricardoms09,69,94381036,"RT @PonchoGutz: Verlos extasiados y convencidos de  que por un spaces de 30k ya pusieron ""de rodillas al gobierno"" sólo demuestra que AMLO…",74,"Puebla, México",False,0
746,lupianchis,134,451134524,"RT @quilla1967: @soygusgus1 Amigo, mientras tu vas, @lopezobrador_ ya hizo un maratón.
Tranquilo, Loret pierde, Aristegui pierde en cualqui…",3,"Álvaro Obregón, Distrito Feder",False,0
747,danielito74,858,151740878,"RT @VirgilioBV1: El descaro total lo que hizó AMLO por la mañana...
Se cruzó un limite después de dos semanas de ataques constantes a Loret…",1,Monterrey,False,0
748,marua74,1715,429193911,"RT @Arouet_V: Attolini dice que sí es de interés público lo que gana Loret. Así la estupidez.

1 AMLO violó la ley 
2 El INAI no puede inve…",148,"Distrito Federal, México",False,0
749,origenes_romero,583,77355297,"RT @Arouet_V: Attolini dice que sí es de interés público lo que gana Loret. Así la estupidez.

1 AMLO violó la ley 
2 El INAI no puede inve…",148,gdl :P,False,0
750,jasant51,128,2620146341,RT @lume016: El pleito entre los nacos de AMLO y Loret de Mola así como la naca tendencia de #TodosSomosLoret son cortinas de humo para des…,5,Norte Veracruz México,False,0
751,AlexaRivero2,168,703309674,RT @abasave: Es ilegal y antidemocrático que AMLO disponga de información a la que tiene acceso en su carácter de presidente como munición…,933,"México,  D.F.",False,0
752,Soy_UnTeto,1244,394831101,"RT @Ricky_leaks_: Se puede estar en desacuerdo con AMLO, sin apoyar a Loret y al mismo tiempo estar preocupados por la situación de insegur…",44,CDMX,False,0
753,Avila_Bedolla_O,55,795524494039412739,"RT @Heri_Martinez01: -Attolini: mi amlo no hizo una ilegalidad.
Podrá ser un golpe de censura, un delito, una ilegalidad pero nunca una est…",29,"Venustiano Carranza, Distrito ",False,0
754,J72444733,1,1474477403703586823,"@Santos11530657 @alvaro_delgado Naaaaaaa.....no mms..!....el hijo de AMLO, el latinlover, esta hasta las manitas de miércoles. Y el ""preciso"" ya no sabe como tapar la cloaca.... desesperado..!!",0,in your wet dreams...,False,0
755,bourbonroad,3327,17266544,"RT @ioangrillo: Almost 1 am here in Mexico and I just tuned into almost 50,000 people in this Space on the attack/ implicit threat by Presi…",21,"Montclair, CA",False,0
756,ALR7177,1367,1150784518548328448,"RT @MaddoxBermeo: Si a Carlos Loret de Mola o a su familia algún día les pasa algo, ya todos sabemos que AMLO está detrás… 

#TodosSomosLor…",1,"Tatatamaulipas, México",False,0
757,Carlos_Lazo_,119,171508187,"#YoNoSoyLoret y no soy Loret porq no creo en un tipo como el, y si creo en @lopezobrador_ . Andrés Manuel es un gran presidente, y si loretito no quiere q lo exhiban q se guarde sus mentiras. #AMLO #LopezObrador #GranPresidente",0,"Monterrey, Nuevo León",False,0
758,GusNaranjo,622,23899221,No le dan la palabra a Pedro Miguel lo que te dice que es un espacio más de simulación para golpear a AMLO https://t.co/keQrllLg04,0,"Vancouver, Canada",False,0
759,Rayaman68,402,78740881,RT @angelcharlsmty: Increíble lo de este space más de 64 mil oyentes reclamando el atentando a la libertad de expresión de esta mañana en l…,5,"Monterrey, Nuevo León",False,0
760,faguirre154,51,35663658,RT @AristeguiOnline: Loret de Mola responde a AMLO: “Está fuera de sí… Quiere callarme… a sus amenazas responderé con denuncias de todo aqu…,2528,San Luis Potosi,False,0
761,normaeha,383,126513950,"RT @vampipe: Si está de acuerdo con lo que hizo AMLO hoy:

🚩🚩🚩🚩🚩",1092,"Saltillo, Coahuila ",False,0
762,AzaleaReyes,60,532699361,"RT @Radio_Formula: Numerosos periodistas se unieron en muestras de solidaridad hacia Carlos Loret de Mola bajo el #TodosSomosLoret

https:/…",694,"Pachuca de Soto, Hidalgo",False,0
763,vian_cosadivina,5250,114994450,"@AbulonEl @HernanGomezB @lopezobrador_ El tema no es que no hable de ellos, sino como se arma la trifulca desde la silla presidencial. Parece pelea de box. 

El objetivo es provocar al presidente y lo logran. Yo no pienso que amlo ""no se equivoca  y q sabe lo que hace"" . Es un se humano. Aguas.",0,CDMX,False,0
764,leonor_rayas,503,1408217447010684929,"RT @SinLinea_Mx: ""Sumamente grave""; Carmen Aristegui asegura que AMLO trasgredió la ley al mostrar 'sueldazo' de Loret de Mola https://t.co…",288,Ninguna ,False,0
765,josehdez00,290,233248682,"RT @CarlosArizpe85: Tengo la corazonada de que dentro de 10-20 años, voy a poder decir: ""¡Ah si! El día del LORETAZO yo fui de los que estu…",2,Mexico,False,0
766,InfoWARZ2021,694,1435903720236126216,"@JhosepNav @laoctavadigital @lopezobrador_ @CarlosLoret https://t.co/h9Kf5EYbfv EL CHEcheCHE @RloretdeM1
Papá de @CarlosLoret  rremete cVS AMLO por 'insultar' a su URK0.
""Estoy seguro q de los presidentes de México el primero q va a entrar a la cárcel vas a ser tú @lopezobrador_"", DICE EL CHEcheCHERafael de Mola,padre @laoctavadigital https://t.co/sag978fQfj",2,notisistema.com/radiometropoli,False,0
767,ro0h_ten,70,3109478015,RT @El_Universal_Mx: Carlos Loret de Mola acusa al presidente López Obrador de ponerlo en riesgo y de calumniarlo con datos falsos https://…,39,"Aquí, allá... qué te importa?",False,0
768,carlaguionbajop,736,2723098902,RT @malamadremx: Mientras tanto... / Accionistas de Baker Hughes piden investigar posible conflicto de interés por relación con hijo de AML…,344,Benito Juárez,False,0
769,DonTlacatl,77,1250900888996249600,RT @AristeguiOnline: Loret de Mola responde a AMLO: “Está fuera de sí… Quiere callarme… a sus amenazas responderé con denuncias de todo aqu…,2528,México,False,0
770,MarcoGarcia107,180,2886597740,"RT @Radio_Formula: Numerosos periodistas se unieron en muestras de solidaridad hacia Carlos Loret de Mola bajo el #TodosSomosLoret

https:/…",694,"Distrito Federal, México",False,0
771,NainaRojas,44,89970788,"RT @Reforma: #Entérate #AMLO violó el secreto fiscal al exhibir los ingresos de Carlos Loret, pues es el superior jerárquico del #SAT, que…",294,México,False,0
772,pfloyd2,2011,41179536,"@GMonroyEnergy ¿Juntar 60 mil en un space es algo muy importante?  🤣🤣🤣🤣
AMLO reúne millones en todas las redes sociales, todas los días a las 7 am.
La sociedad se sintió representada hoy cuando destaparon la corrupción de @CarlosLoret 
¿No les gusta? a #RevocacionDeMandato ahí nos medimos",0,Mexico City,False,0
773,ROaxtepec,1520,1204928782064398337,"RT @JoseUrioste_: — ""No somos iguales"" dice #AMLO. Por supuesto señor López, eso ya está más que claro!!!

#LopezElCorruptoEresTu
#AmloMora…",829,"Cuernavaca, Morelos",False,0
774,Schillerpark0,1961,1264222684583391232,"RT @Bere543210: Honestamente creo que ya deberían ponerle un alto a #LordMontajes porque su disque periodismo ni es real, ni tiene fundamen…",176,Fiji,False,0
775,alm11pat07,281,1478876706,"RT @andreitav92: Lo que nos queda claro es el dineral qué hay tras el golpismo a AMLO en medios,en redes sociales. Hoy aparecen los bots co…",282,"Morelia, Michoacán de Ocampo",False,0
776,ColorsZura,267,1227726083899973634,"Y el decrépito @ArturoZaldivarL ya se pronunció en contra de #AMLO por el tema #Loret o sigue ocupado con sus pendejadas de morrita adolescente sin atención?.

#TodosSomosLoretdeMola",0,Reynosa 🇲🇽,False,0
777,Schillerpark0,1961,1264222684583391232,"RT @elgatopolitico_: Aristegui advierte que ""Se están rompiendo los límites desde el máximo poder de la República"", en alusión al millonari…",393,Fiji,False,0
778,mgfloresa28,394,2885641934,RT @FilipoOcadiz: Dicen que somos una democracia chafa y no quisieron hacer la revocación de mandato el día de la elección para que el pueb…,22,"Ciudad Madero, Tamaulipas",False,0
779,Schillerpark0,1961,1264222684583391232,"RT @GuilleVidalMx: Loret @CarlosLoret tiene 35 MILLONES de razones para que su única chamba como ""periodista"" sea nadamás golpetear a AMLO.…",191,Fiji,False,0
780,FVSpirata,149,314239039,RT @Quintana_Troll: 📌México tiene un limite y #AMLO ya lo agotó. #TodosSomosLoret https://t.co/67JTNg9KCg,29,México,False,0
781,torres2002,1047,88035796,"RT @ferbelaunzaran: Baia, baia…

La cloaca sigue hediendo👇

Accionistas de Baker Hughes piden investigar posible conflicto de interés por r…",211,Junto a la Victoria.,False,0
782,Charlysama,471,90711824,"RT @AndresRepper: Qué bueno que hasta 
@marthadebayle  se está definiendo. Eso es lo que queríamos y ahora se entiende por qué los provocó…",2,Mexico,False,0
783,CarlitaHidalgo,4881,34329149,"RT @latinus_us: Grupo de accionistas de Baker Hughes exigen a la petrolera investigar conflicto de interés por casas de hijo de AMLO.
#Lati…",688,"Cancun, Mexico",False,0
784,pilii_cg,770,268599321,"RT @ioangrillo: Almost 1 am here in Mexico and I just tuned into almost 50,000 people in this Space on the attack/ implicit threat by Presi…",21,México City ,False,0
785,adabelle7725,636,247147438,"RT @CaniBasut: Disfrutemos de nuevo de la cátedra de libertad de expresión y de derecho de réplica que hizo AMLO ayer en la mañanera, exhib…",14,mexico,False,0
786,ChairoAlfa_4T,3892,268644004,"RT @MisaelVazque: @CarlosLoret #LordMontajes haciendo lo que mejor sabe hacer, mentir, mentir y mentir.
Hoy recibió sopa de su propio choco…",0,Antiguo Valle del Anáhuac,False,0
787,Schillerpark0,1961,1264222684583391232,"RT @BONOelChairo: : AMLO exhibe supuestos ingresos del periodista Carlos Loret de Mola.
#LordMontajes https://t.co/vbJqZo3rjP",56,Fiji,False,0
788,Triunfo59,230,112764246,RT @ClouthierManuel: Lo más grave de la locura de AMLO es que le faltan casi 3 años todavía ! Y la locura del poder es progresiva por lo qu…,302,Mexico,False,0
789,adelgado4020041,602,2577173769,"RT @danjtorres: AMLO ya está con el acelerador a fondo y decidido a no dejar nada del antiguo régimen. 

Y pues los que votamos convencidos…",12,CDMX,False,0
790,jlmontoyam92,36,3950300054,"RT @monomonky: Delincuencia: Asesinan a periodistas de a pie que ganan 6 mil pesos al mes por hacer su trabajo.

Empresarios = Patrocinan a…",33,/home/pakal,False,0
791,Gerardo03038373,32,1419131991006629894,RT @NachoRgz: Mañana comparamos todo el show que andan haciendo en Twitter la derecha y el alcance de los YouTubers pro AMLO sobre @CarlosL…,243,"Cuernavaca, Morelos",False,0
792,ROaxtepec,1520,1204928782064398337,"RT @Pablogger: Dos escenarios respecto a lo que publicó @lopezobrador_ sobre los ingresos de Loret:
1. Es verdadero. Entonces el presidente…",617,"Cuernavaca, Morelos",False,0
793,MEC_0N,159,2891511052,"RT @latinus_us: #Loret Capítulo 71. Ex alto funcionario de la 4T denuncia un fraude de 2 mil mdp cometido por el gobierno. Además, el PAN s…",2189,Austria,False,0
794,LuGarVel,7351,214300876,"RT @ulisesruizor: Que fácil resulta mentir diciendo que “me entregaron un papelito con lo que gana Loret” para atacar al periodista.

Yo no…",56,"Mexico,D.F. ♏",False,0
795,BosniaSarajevo,6509,112760496,"RT @JacquelineRamr1: @Claudia19G Bonita historia, AMLO es de ley, hoy lo demostró con los extrabajadores de la CFE. Les va ayudar a recuper…",74,Sarajevo,False,0
796,jquimv,356,176872402,"RT @El_Universal_Mx: “Exhibir datos confidenciales de un ciudadano violenta el derecho a la privacidad consagrado en la Constitución"", advi…",331,Jarochilandia Veracruz México,False,0
797,markcovich01,116,368339493,"@Fan__2758 Pregunta seria, por que están tan pendejos los seguidores de amlo? En serio, usen el cerebro les juro que no duele.",0,wiskhy,False,0
798,Borisevia,652,268530222,"@leknight04 Creo el mensaje de AMLO es fácil de interpretar. 
Expone con manzanitas que el "" trabajo periodístico"" de Carlos Loret NO es por amor a México , ni por amor a la VERDAD, ni por PROFESIONAL. 
El fondo siempre es económico y conflicto de intereses del más alto nivel.",0,Tabasco,False,0
799,robertol_1,4299,278220552,"RT @LeonGTO01: Si AMLO ataca a Loret por exhibir sus corruptelas, nosotros deberíamos exponer lo que ganan sus chayoteros por atacar y defe…",354,México,False,0
800,Eli_Sanz,1554,128451436,"RT @SimpsonitoMX: AMLO, usar el aparato del estado para intimidar a alguien por lacra que sea es muy malo, eso hasta yo lo sé. https://t.co…",531,CDMX,False,0
801,Schillerpark0,1961,1264222684583391232,"RT @Vianeicita: AMLO es el primer presidente que vela por el pueblo, y probablemente mis ojos no alcancen a ver a otro como él, así q con é…",75,Fiji,False,0
802,evaldesg7,430,3041571867,"RT @Arouet_V: Attolini dice que sí es de interés público lo que gana Loret. Así la estupidez.

1 AMLO violó la ley 
2 El INAI no puede inve…",148,México,False,0
803,becaire,1099,202459285,"RT @sevillacritico: Ya casi termina el día y ni Televisa, ni Radiopolis, ni The Washington Post, ni LatinUS, ni El Universal han desmentido…",742,Rincon del valle,False,0
804,hausofjorgeluis,15,953054626810662912,"RT @latinus_us: Grupo de accionistas de Baker Hughes exigen a la petrolera investigar conflicto de interés por casas de hijo de AMLO.
#Lati…",688,"Hermosillo, Sonora",False,0
805,alma_9507,105,344765091,RT @SoyUnNeutrofilo: “La soberanía nacional reside esencial y originariamente en el pueblo.” Hoy más que nunca el pueblo tiene que demostra…,2,Mexico DF,False,0
806,JuanPab08222443,569,955450017195622401,"RT @ZuritaCarpio: Dijo AMLO que hay una mafia de periodistas, empresarios y políticos...horas después se juntan todos en un Espacio de Twit…",266,Cd Juarez,False,0
807,ChairoAlfa_4T,3892,268644004,RT @neter33: @CarlosLoret ¡Tú ni eres periodista c@brón! Así que no te incluyas en la lista de los verdaderos periodistas.  Y yo entiendo a…,5,Antiguo Valle del Anáhuac,False,0
808,Hellomuzzi,118,75938079,"Quiesiera saber los ingresos  de 16 años; de una persona que se dedico a dividir al pais y que presumia que era austero, asi como exibio a Loret; diga sus ingresos  Amlo, quien lo mantuvo; quien le hizo depósitos  o todo era en efectivo #TodosSomosLoret",0,D.F y zona metropolitana,False,0
809,albertocg__,166,92339943,"RT @ninjaperuano: Record mundial de gente unida a un space al mismo tiempo.
Si el idiota estúpido imbécil de AMLO quería hacer historia, ya…",53,"Monterrey, Nuevo León",False,0
810,Angello_Ixta,325,1459429239154003968,RT @El_Universal_Mx: Carlos Loret de Mola acusa al presidente López Obrador de ponerlo en riesgo y de calumniarlo con datos falsos https://…,39,"Pueblo de Ayotla, Ixtapaluca",False,0
811,ZZetaAcosta1,2,1404170787481919489,"RT @DrLorenzoMeyer: El índice de democracia de The Economist, que considera al México de Calderón más democrático que el de AMLO, dice más,…",4083,Queretaro,False,0
812,JavOPuig,581,931301029,"RT @ioangrillo: Almost 1 am here in Mexico and I just tuned into almost 50,000 people in this Space on the attack/ implicit threat by Presi…",21,"Queretaro, Qro. Mexico.",False,0
813,EdgaroFH,1041,388057338,"RT @twita1ex: Pues no me identifico con Loret, pero sí se está mamando AMLO #TodosSomosLoret https://t.co/hqGRgLzSRY",1,CdMex ,False,0
814,joseabraham777,596,13596022,"RT @Radio_Formula: Numerosos periodistas se unieron en muestras de solidaridad hacia Carlos Loret de Mola bajo el #TodosSomosLoret

https:/…",694,México,False,0
815,DemetrioBautis7,369,826757272382619652,"Tengo una duda razonable, como se les puede llamar a aquellos que en este momento están diciendo, mi corazón está con este pobre( Carlos Loret de Mila) quien está siendo atacado por el gobierno de AMLO.",0,"New York, NY",False,0
816,soyG_Solar,389,599000162,El colmillo esta en intentar descifrar la prestidigitación política y sus repercusiones. Entre que fue ilegal o un ataque de bola caliente. Loret en su reportaje supone conflicto de interés por la casa en Houston. AMLO evidencia un posible pago neto a un periodista. No probable.,0,Trotamundos,False,0
817,Mystika40,261,313055587,"@tatas12 @ninjaperuano Si lo que quieres leer es, que @lopezobrador_ es un gran presidente, no es corrupto, que no es un autoritario y no violado la ley nunca 
Ya lo leíste BIBA AMLO",0,EN TODOS LADOS,False,0
818,sistemicamx,215,125559580,"RT @latinus_us: Grupo de accionistas de Baker Hughes exigen a la petrolera investigar conflicto de interés por casas de hijo de AMLO.
#Lati…",688,México,False,0
819,mayraguadarram6,41,1013590707813134336,"RT @VictorMaciasMX: @Jennnyy63 Se metió a un foro de más de 49 mil personas indignadas ante las acciones dictatoriales de AMLO, para defend…",1,México,False,0
820,Murray_Almada,2220,946832292638527488,Les paso que sean Anti-AMLO pero no que sean pro-Loret váyanse alv.,0,México,False,0
821,mndurbssns,2230,1310382683470655490,"RT @neoliberalover: Si AMLO gana 2 millones 11 mil pesos al año, ¿Cuántos años con el sueldo de Andrés Manuel se necesitan para comprar la…",975,WMI☠,False,0
822,Betoguerra_,261,137851276,"RT @Heri_Martinez01: -Attolini: mi amlo no hizo una ilegalidad.
Podrá ser un golpe de censura, un delito, una ilegalidad pero nunca una est…",29,"Durango, Mexico",False,0
823,MarisolLegaspi,126,362555925,"RT @CarlosLoret: AMLO y su montaje del cheque de 2 mil millones. Lo presumió en la mañanera, pero Gertz advirtió en secreto que no podía se…",8491,"San Juan del Río, Querétaro Ar",False,0
824,ApolinarAlatorr,1467,146319004,"RT @proceso: W Radio, The Washington Post y Latinus, medios en los que colabora Carlos Loret de Mola, criticaron el acto de intimidación y…",543,"Tonalá, Jalisco, México",False,0
825,LuGarVel,7351,214300876,RT @Quintana_Troll: 📌México tiene un limite y #AMLO ya lo agotó. #TodosSomosLoret https://t.co/67JTNg9KCg,29,"Mexico,D.F. ♏",False,0
826,aidagraciela70,1140,304503701,"RT @Radio_Formula: Numerosos periodistas se unieron en muestras de solidaridad hacia Carlos Loret de Mola bajo el #TodosSomosLoret

https:/…",694,"Monclova, Coahuila de Zaragoza",False,0
827,J72444733,1,1474477403703586823,"@Santos11530657 @alvaro_delgado Naaaaaaa.....no mms..!....el hijo de AMLO, el latinlover, esta hasta las manitas de miércoles. Y el ""preciso"" ya no sabe como tapar la cloaca....desesp erado..!!",0,in your wet dreams...,False,0
828,chavaton,232,39776733,RT @NachoRgz: Mañana comparamos todo el show que andan haciendo en Twitter la derecha y el alcance de los YouTubers pro AMLO sobre @CarlosL…,243,México,False,0
829,Triunfo59,230,112764246,"@jenarovillamil @lopezobrador_ @CarlosLoret Viola la ley de protección de datos, y cuánto ha tenido de ingreso AMLO desde que salió del PRI y de dónde vienen tantos recursos?. Eso es personal el problema es el conflicto de intereses que tanto alegó en el pasado y lo hacen hoy. No nos perdamos",0,Mexico,False,0
830,FunkyMaestro_,1084,2753782531,O.O que carajos es eso de Loret y AMLO y un space con +4Ok gente. https://t.co/wxhstpxVIO,0,"Texcoco, México",False,0
831,lupetepan,1048,1034286648,RT @FernandoGd3090: @maucastilloa VIVA AMLO,1,Mérida Yucatán,False,0
832,Cloredo21,327,107603503,"RT @santiago4kd: ""Parteaguas"" para #AMLO y #Mexico 
#TodosSomosLoret #LibertadEnRiesgo @CarlosLoret
https://t.co/RpesUYacFs",62,"Monterrey, Mexico",False,0
833,corcel_cafe,207,1300573838846177287,"@SinLinea_Mx Vieja imbécil, no sólo no cuestionó la difamación de Loret al ciudadano Jose R., sino que reprodujo la nota de ese idiota. Cree que AMLO y su familia no son mortales y que sólo ellos pueden recibir golpes? que se vaya al demonio @AristeguiOnline",0,"Monterrey, Mx",False,0
834,TBartleby,304,5845732,"RT @ioangrillo: Almost 1 am here in Mexico and I just tuned into almost 50,000 people in this Space on the attack/ implicit threat by Presi…",21,CDMX,False,0
835,marcosf72,789,819080911,"RT @DrLorenzoMeyer: El índice de democracia de The Economist, que considera al México de Calderón más democrático que el de AMLO, dice más,…",4083,United States,False,0
836,becaire,1099,202459285,"RT @CaniBasut: Disfrutemos de nuevo de la cátedra de libertad de expresión y de derecho de réplica que hizo AMLO ayer en la mañanera, exhib…",14,Rincon del valle,False,0
837,HectorRaulHurta,1220,328723185,"RT @juanburgos: Todos, absolutamente todos, en México debemos alzar la voz respecto a la infamia que le hizo AMLO a @CarlosLoret.

Tomemos…",1563,"Toluca, México",False,0
838,PYvonne74,686,201817986,"RT @KrlitoBrigante: Lo que hizo hoy @lopezobrador_ es inaudito, rebasó todo aquello que nadie pensamos realmente que pudiera hacer, pero se…",1012,"Guadalajara, Jalisco",False,0
839,GACNA,24,82219522,"@jairocalixto @ChumelTorres El señor AMLO carece de escrúpulos y ha puesto en peligro a la familia de Loret de Mola. (Puede pasar a ver las amenazas de su feligresía, siempre fina, culta y elegante). Reitero, lo responsabilizó de cualquier cosa que les ocurra",0,Guadalajara,False,0
840,CarlosArizpe85,12314,122228763,"Tengo la corazonada de que dentro de 10-20 años, voy a poder decir: ""¡Ah si! El día del LORETAZO yo fui de los que estuvieron hasta la madrugada, escuchando aquel space en twitter, donde hubieron mas de 50,000 weyes indignados por lo que hizo AMLO"".",2,"Monterrey Nuevo, Leon",False,0
841,Vickenia62,2307,92646329,RT @alsnig: Propongo una marcha y un bloqueo a todas las vías de acceso a CDMX el 21 de marzo; cerrando la entrada a la ciudad a  Amlo cuan…,2,México,False,0
842,negramagallanes,571,218722523,"RT @Arouet_V: Attolini dice que sí es de interés público lo que gana Loret. Así la estupidez.

1 AMLO violó la ley 
2 El INAI no puede inve…",148,México,False,0
843,Alf6ns689,15,1359229313455972357,RT @proceso: La Barra Mexicana de Abogados exigió a López Obrador que dé a conocer la fuente de información de la cual tomó para revelar lo…,743,"Distrito Federal, México",False,0
844,marcosf72,789,819080911,"RT @Navegaciones: ""La integridad física de Loret está en peligro"".
Claro. Como cuado AMLO le golpeó la nariz con su rasho laser 🙄
https://t…",27,United States,False,0
845,YoSoyFrijol,255,210903755,RT @El_Universal_Mx: Carlos Loret de Mola acusa al presidente López Obrador de ponerlo en riesgo y de calumniarlo con datos falsos https://…,39,Acapulco. mex.,False,0
846,chayotecg82,144,2875364925,"RT @sabinaberman: Ricardo Salinas Pliego, amigo de AMLO --por Anabel Hernández
 https://t.co/4nTEDk0Kbh 

""...el amiguismo presidencial que…",31,"Puebla, México",False,0
847,vicgomez06,208,67495815,"RT @Radio_Formula: Numerosos periodistas se unieron en muestras de solidaridad hacia Carlos Loret de Mola bajo el #TodosSomosLoret

https:/…",694,"Guadalajara, Jalisco",False,0
848,AGALINDOPACHECO,408,248955858,RT @ChicShion: Ya veo venir la denuncia de chocolate contra AMLO en la FGR por parte de los PANdilleros!,82,"Tuxtla Gutiérrez, Chiapas.",False,0
849,MainlyEcho,7038,165158547,"@MorgendorfferQn Nop. AMLO va a salir una serie de Netflix, pero será en Narcos: Mexico.",0,Morelia,False,0
850,Richycamarena,65,230208196,"RT @proceso: W Radio, The Washington Post y Latinus, medios en los que colabora Carlos Loret de Mola, criticaron el acto de intimidación y…",543,Guadalajara,False,0
851,keving_22,453,155021814,"RT @Les_IJU: Todo muy mal con AMLO y que cool el espacio, pero pues jamás de los jamás compartiría lucha con una LiL1 Téllez o Carlos Mota.",19,Mexico,False,0
852,marcortes23,51,2158267267,RT @proceso: La Barra Mexicana de Abogados exigió a López Obrador que dé a conocer la fuente de información de la cual tomó para revelar lo…,743,Tijuana B.C.,False,0
853,2901rose,3344,167682759,RT @ExpansionMx: El sitio de noticias Latinus y la organización Mexicanos contra la Corrupción revelaron que el primogénito del presidente…,398,lost  in transit,False,0
854,IlianaDelgadoB,3639,231527421,RT @sabio28: Más de 40 mil mexicanos unidos esta noche en #TwitterSpaces en apoyo a la persecución de los periodistas en el país. La exhibi…,21,"California, USA",False,0
855,Ricardoomtzaa,116,1404280069934178311,"RT @EnriqueVonBeas: Se equivocó AMLO, sin duda. Pero solo chequen sus grupos de whats app y dense cuenta también la tremenda Pejefobia que…",26,dubai,False,0
856,MMendez_619,72,127390182,"RT @SinEmbargoMX: “Es bueno el diálogo, el debate, eso es democracia”: AMLO por críticas del caso Loret https://t.co/ZapeA6xnD3 https://t.c…",6,Mexico,False,0
857,Gabrielamanza,253,292581870,"RT @mario_dico50: Mucha preocupación en el círculo cercano de AMLO y en el Sector Privado y Productivo del país , por las amenazas lanzadas…",1584,Querétaro,False,0
858,angiehmarin,574,158796948,"RT @neoliberalover: Si AMLO gana 2 millones 11 mil pesos al año, ¿Cuántos años con el sueldo de Andrés Manuel se necesitan para comprar la…",975,"México, D.F.",False,0
859,itsccharli,213,54278946,"RT @thesmallestboy: mis dos centavos: el actuar de amlo hoy fue patético…pero de ahí a que loret sea bandera de algo en méxico, cuando es u…",18,MX,False,0
860,GaviSports,84,2680458314,@hhuesca @GMonroyEnergy @GlodeJo07 Jaaaaaa tampoco mames. Como si los rucos que felizmente cobran su pensión se entrarán de este space... El vejete de amlo alimenta su poder de los jodidos y los ignorantes. No de los weyes que usan twitter. Muy bonito el récord del space pero al final políticamente no trasciende.,0,"San Luis Potosí, México",False,0
861,EDUARDOORTIZSA8,284,817470483310358529,"RT @rochaperiodista: Más allá del sueldo de Carlos Loret, AMLO manda el siguiente mensaje: detrás del conductor de Latinus hay poderosos gr…",1527,"Paraíso, Tabasco",False,0
862,patarais,890,275344903,"@CarlosLoret @lopezobrador_ Respecto a Loret de Mola, AMLO hizo lo correcto y yo lo apoyo.",0,"Boca del Rio, Veracruz México",False,0
863,sirs2010,51,198552636,"@soylayerbabuena Contra 70 millones de mexicanos que apoyan a AMLO, upss, pues creo que les faltan bastantitos.
Jajaja....",0,mexico,False,0
864,VekaDuncan,66890,3156746541,"@clausgr @Pipokisan No, yo he estado escuchando, más bien el tema es que no todos los periodistas tienen ni la visibilidad ni las mismas condiciones laborales de Loret y quieren hablar más de la violencia contra periodistas y su precarización laboral que sobre él y AMLO",0,"Coyoacán, Distrito Federal",False,0
865,HERCULESBACKUS,2100,108432449,"RT @Mara36763076: #TodosSomosLoret
#LopezEnemigoDeMexico 
López está acorralado, gravísimo el delito q cometió.
Hoy vuelve a calumniar @Car…",1062,"Caracas, Venezuela",False,0
866,Em_Blanche,506,342897202,"No estoy de acuerdo con lo que hizo AMLO en la mañana, pero ciertamente jamás estaré a favor de Loret #NoMamar",0,Buscando mi lugar en el mundo.,False,0
867,_carrmoreno,246,587976267,RT @MXvsCORRUPCION: Aquí puedes leer nuestra investigación completa https://t.co/84IrBYwkdM,1115,Mexico,False,0
868,Vickenia62,2307,92646329,RT @proceso: La Barra Mexicana de Abogados exigió a López Obrador que dé a conocer la fuente de información de la cual tomó para revelar lo…,743,México,False,0
869,AldrinMaxx,2198,949383844079300610,"RT @octaviohalvarez: Cuando el Presidente dice cuanto gana Loret, quien le paga y de donde viene el dinero, es porque tiene los pelos de la…",245,"Mississauga, Ontario",False,0
